N_PMUT,Frequency_Hz,Frequency_MHz,Amplitude_R_mean,Amplitude_R_std,Phase_deg_mean,Phase_deg_std,V,PMUTSweep,DetectionN,w_rad_s,phase_rad,X_val,Y_val
1,105971.2624715914,0.1059712624715914,0.6983790000000001,3.732291521309227e-05,0.021774066666666664,6.74116706018652e-06,-0.005661096666666666,1,0,665837.0793447746,0.0003800291548820799,0.6983789495692994,0.00026540437476901325
1,106313.2629401764,0.1063132629401764,0.698389,2.9715315916205213e-05,0.021693466666666664,7.0500591014059035e-06,-0.005711959999999999,1,0,667985.9316640364,0.0003786224195049725,0.6983889499412452,0.00026442572661786927
1,106656.3671445309,0.1066563671445309,0.6984073333333334,3.288363321368329e-05,0.02161603333333333,6.709197666884116e-06,-0.00586455,1,0,670141.7189596681,0.00037727095288751154,0.6984072836299986,0.0002634887938997511
1,107000.5786471384,0.10700057864713841,0.698416,3.567912554980689e-05,0.021535299999999997,7.0192592201723405e-06,-0.005849293333333334,1,0,672304.4636154138,0.0003758618904047348,0.6984159506666319,0.00026250795186806894
1,107345.9010224198,0.1073459010224198,0.6984176666666667,3.0287511177647635e-05,0.021458233333333337,8.672562097404101e-06,-0.0059001566666666665,1,0,674474.1880900222,0.00037451682332786463,0.6984176176856407,0.00026156915976132
1,107692.3378537487,0.1076923378537487,0.69843,2.8687976575520166e-05,0.0213796,5.82065288434097e-06,-0.005610233333333333,1,0,676650.9148984938,0.00037314441275937963,0.6984299513764379,0.00026061524615566336
1,108039.8927394199,0.1080398927394199,0.6984476666666666,3.017173069838636e-05,0.021300299999999998,7.448489779814001e-06,-0.005772996666666666,1,0,678834.6666495815,0.00037176036666254815,0.6984476184019183,0.00025965515467362766
1,108388.5692866815,0.10838856928668149,0.698446,2.7221315177658605e-05,0.0212223,6.928924880528914e-06,-0.0057068733333333335,1,0,681025.4660082937,0.0003703990098459926,0.6984459520882021,0.0002587037009154
1,108738.3711154644,0.1087383711154644,0.69846,2.3643180835067488e-05,0.021143366666666667,6.423654204061906e-06,-0.005742476666666667,1,0,683223.335719327,0.0003690213632897517,0.6984599524429883,0.0002577466555535088
1,109089.3018583827,0.10908930185838271,0.698473,3.551056180915085e-05,0.021065566666666664,4.16813307529104e-06,-0.005778086666666667,1,0,685428.298607069,0.0003676634971317001,0.6984729527914513,0.0002568030200464499
1,109441.3651577497,0.10944136515774969,0.6984836666666667,2.5813433195418307e-05,0.020988866666666665,5.828664798505686e-06,-0.00574248,1,0,687640.3775568488,0.0003663248295954205,0.6984836198005503,0.00025587190444411044
1,109794.5646693077,0.1097945646693077,0.6984986666666666,2.0033305601736404e-05,0.020912533333333334,5.409559439856798e-06,-0.005808600000000001,1,0,689859.595538373,0.0003649925615997315,0.6984986201398211,0.00025494681196001277
