N_PMUT,Frequency_MHz,Amplitude_R_mean,Amplitude_R_std,Phase_deg_mean,Phase_deg_std
1,0.198636604,0.7001523333333334,4.272391992006594e-05,0.008289246666666666,9.553226331105472e-06
1,0.199277663,0.7001616666666667,2.023198787396952e-05,0.008227106666666666,9.827010396519858e-06
1,0.19992079000000001,0.7001646666666667,2.874601421643188e-05,0.008164566666666666,9.189299937064288e-06
1,0.200565994,0.7001683333333334,2.608320021264257e-05,0.008103136666666665,1.026150248907711e-05
1,0.20121327900000002,0.700166,2.227105745129002e-05,0.008041033333333334,9.743584213897506e-06
1,0.201862654,0.7001786666666666,3.234707611718238e-05,0.007979793333333334,1.031912948524841e-05
1,0.20251412400000002,0.7001943333333333,3.098924544637047e-05,0.00791648,1.0398639334066e-05
1,0.203167696,0.7001993333333333,3.010537050653792e-05,0.00785466,9.9936179634814e-06
1,0.203823378,0.7002146666666667,3.208322510799276e-05,0.007793123333333333,9.471875914164538e-06
1,0.204481177,0.7002130000000001,3.732291521304133e-05,0.00772961,9.248572862879295e-06
1,0.20514109700000002,0.7002259999999999,3.629049462327867e-05,0.007669536666666667,9.724285749264095e-06
1,0.205803148,0.700234,2.868797657555403e-05,0.007607936666666666,1.021511788151923e-05
1,0.206467336,0.7002336666666666,2.720906711623322e-05,0.007545933333333333,9.505600103798498e-06
1,0.207133666,0.7002443333333334,2.773685875029502e-05,0.007483746666666667,8.898636599688991e-06
1,0.207802148,0.7002596666666667,2.89194283023515e-05,0.007424423333333333,1.035669992484735e-05
1,0.20847278700000002,0.7002603333333334,2.81839197651949e-05,0.0073632,1.161550257199445e-05
1,0.20914559,0.7002756666666666,2.631222782914092e-05,0.007301363333333334,1.021449133992146e-05
1,0.20982056400000001,0.7002843333333333,4.050102879353059e-05,0.007238586666666667,1.197702940354289e-05
1,0.210497717,0.700291,3.869108424432554e-05,0.007177693333333333,1.122110660021238e-05
1,0.211177055,0.7002996666666667,3.550117368956718e-05,0.0071168,1.231335859950488e-05
1,0.211858585,0.700304,3.515679166246037e-05,0.007054416666666667,1.083379127237258e-05
1,0.212542315,0.700311,3.019933774108379e-05,0.006992073333333334,1.134277449891854e-05
1,0.213228252,0.7003206666666667,2.650157228044122e-05,0.006931213333333333,1.111103205527415e-05
1,0.213916402,0.70033,3.306055050964515e-05,0.006870163333333333,1.049613897265691e-05
1,0.214606774,0.7003463333333334,3.055050463304829e-05,0.00680873,1.219072188182456e-05
1,0.215299373,0.7003469999999999,2.27156333832458e-05,0.00674567,1.213007419598009e-05
1,0.215994207,0.7003483333333334,2.254624876417805e-05,0.00668396,1.153044231588731e-05
1,0.216691284,0.700358,2.271563338324214e-05,0.006622156666666667,1.163071938159165e-05
1,0.217390611,0.7003626666666666,2.557994005724407e-05,0.006560666666666666,1.120279578200624e-05
1,0.218092194,0.7003663333333333,3.262412195496015e-05,0.006499123333333333,1.147850309636795e-05
1,0.218796042,0.7003783333333334,3.121431295628549e-05,0.006437613333333332,1.200037638298641e-05
1,0.219502161,0.7003763333333334,2.797022226109767e-05,0.00637679,1.055782648086231e-05
1,0.220210559,0.7003906666666667,3.156474826977145e-05,0.006314883333333333,1.26565648314755e-05
1,0.22092124400000002,0.700397,2.60000000000164e-05,0.006253176666666666,1.08149911388461e-05
1,0.22163422200000002,0.7004076666666667,3.100537587794579e-05,0.006192083333333333,1.11758325566077e-05
1,0.22234950099999998,0.700419,3.011644069267809e-05,0.006130216666666667,1.158085632988115e-05
1,0.223067088,0.7004283333333333,2.59679289381454e-05,0.006068576666666666,9.753247322473168e-06
1,0.22378699100000002,0.700432,1.997498435541508e-05,0.00600645,1.144971178676519e-05
1,0.22450921799999998,0.7004386666666665,2.498666310922336e-05,0.005946003333333334,1.139300808975986e-05
